url,verdict,coverageState,robotsTxtState,indexingState,pageFetchState,lastCrawlTime,googleCanonical,userCanonical,canonicalOk,inspectedAt
https://www.consignatarias.com.ar/productividad/buenos-aires/carlos-tejedor,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-15T10:44:04Z,https://www.consignatarias.com.ar/productividad/buenos-aires/carlos-tejedor,https://www.consignatarias.com.ar/productividad/buenos-aires/carlos-tejedor,true,2026-09-18T03:01:09.876Z
https://www.consignatarias.com.ar/productividad/buenos-aires/carmen-de-areco,NEUTRAL,Google no reconoce esta URL,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:10.132Z
https://www.consignatarias.com.ar/productividad/buenos-aires/castelli,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-13T06:01:03Z,https://www.consignatarias.com.ar/productividad/buenos-aires/castelli,https://www.consignatarias.com.ar/productividad/buenos-aires/castelli,true,2026-09-18T03:01:10.262Z
https://www.consignatarias.com.ar/productividad/buenos-aires/chacabuco,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:15.993Z
https://www.consignatarias.com.ar/productividad/buenos-aires/chascomus,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:16.231Z
https://www.consignatarias.com.ar/productividad/buenos-aires/chivilcoy,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:16.468Z
https://www.consignatarias.com.ar/productividad/buenos-aires/colon,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:16.550Z
https://www.consignatarias.com.ar/productividad/buenos-aires/coronel-brandsen,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-17T10:41:15Z,https://www.consignatarias.com.ar/productividad/buenos-aires/coronel-brandsen,https://www.consignatarias.com.ar/productividad/buenos-aires/coronel-brandsen,true,2026-09-18T03:01:22.440Z
https://www.consignatarias.com.ar/productividad/buenos-aires/coronel-dorrego,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:22.620Z
https://www.consignatarias.com.ar/productividad/buenos-aires/coronel-pringles,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-17T13:48:50Z,https://www.consignatarias.com.ar/productividad/buenos-aires/coronel-pringles,https://www.consignatarias.com.ar/productividad/buenos-aires/coronel-pringles,true,2026-09-18T03:01:22.900Z
https://www.consignatarias.com.ar/productividad/buenos-aires/coronel-rosales,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:22.936Z
https://www.consignatarias.com.ar/productividad/buenos-aires/coronel-suarez,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:28.577Z
https://www.consignatarias.com.ar/productividad/buenos-aires/daireaux,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-16T23:55:38Z,https://www.consignatarias.com.ar/productividad/buenos-aires/daireaux,https://www.consignatarias.com.ar/productividad/buenos-aires/daireaux,true,2026-09-18T03:01:28.791Z
https://www.consignatarias.com.ar/productividad/buenos-aires/dolores,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:29.279Z
https://www.consignatarias.com.ar/productividad/buenos-aires/ensenada,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-17T08:05:52Z,https://www.consignatarias.com.ar/productividad/buenos-aires/ensenada,https://www.consignatarias.com.ar/productividad/buenos-aires/ensenada,true,2026-09-18T03:01:29.465Z
https://www.consignatarias.com.ar/productividad/buenos-aires/escobar,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-15T14:31:22Z,https://www.consignatarias.com.ar/productividad/buenos-aires/escobar,https://www.consignatarias.com.ar/productividad/buenos-aires/escobar,true,2026-09-18T03:01:34.754Z
https://www.consignatarias.com.ar/productividad/buenos-aires/esteban-echeverria,NEUTRAL,Google no reconoce esta URL,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:34.969Z
https://www.consignatarias.com.ar/productividad/buenos-aires/exaltacion-de-la-cruz,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:35.476Z
https://www.consignatarias.com.ar/productividad/buenos-aires/ezeiza,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:35.601Z
https://www.consignatarias.com.ar/productividad/buenos-aires/florencio-varela,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:40.983Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-alvarado,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:41.108Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-arenales,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:41.782Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-alvear,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-17T18:33:35Z,https://www.consignatarias.com.ar/productividad/buenos-aires/general-alvear,https://www.consignatarias.com.ar/productividad/buenos-aires/general-alvear,true,2026-09-18T03:01:42.028Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-belgrano,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-17T08:03:00Z,https://www.consignatarias.com.ar/productividad/buenos-aires/general-belgrano,https://www.consignatarias.com.ar/productividad/buenos-aires/general-belgrano,true,2026-09-18T03:01:47.146Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-guido,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-08-30T22:53:36Z,https://www.consignatarias.com.ar/productividad/buenos-aires/general-guido,https://www.consignatarias.com.ar/productividad/buenos-aires/general-guido,true,2026-09-18T03:01:47.226Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-la-madrid,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:47.960Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-las-heras,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:48.217Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-lavalle,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-08-30T22:27:30Z,https://www.consignatarias.com.ar/productividad/buenos-aires/general-lavalle,https://www.consignatarias.com.ar/productividad/buenos-aires/general-lavalle,true,2026-09-18T03:01:53.273Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-madariaga,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:53.435Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-paz,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:54.115Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-pinto,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:54.323Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-pueyrredon,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:59.561Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-rodriguez,NEUTRAL,Google no reconoce esta URL,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:01:59.572Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-viamonte,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-13T15:13:51Z,https://www.consignatarias.com.ar/productividad/buenos-aires/general-viamonte,https://www.consignatarias.com.ar/productividad/buenos-aires/general-viamonte,true,2026-09-18T03:02:00.285Z
https://www.consignatarias.com.ar/productividad/buenos-aires/general-villegas,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:02:00.448Z
https://www.consignatarias.com.ar/productividad/buenos-aires/gonzales-chaves,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-13T10:45:14Z,https://www.consignatarias.com.ar/productividad/buenos-aires/gonzales-chaves,https://www.consignatarias.com.ar/productividad/buenos-aires/gonzales-chaves,true,2026-09-18T03:02:05.744Z
https://www.consignatarias.com.ar/productividad/buenos-aires/guamini,NEUTRAL,Google no reconoce esta URL,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:02:05.782Z
https://www.consignatarias.com.ar/productividad/buenos-aires/hipolito-yrigoyen,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-14T08:12:11Z,https://www.consignatarias.com.ar/productividad/buenos-aires/hipolito-yrigoyen,https://www.consignatarias.com.ar/productividad/buenos-aires/hipolito-yrigoyen,true,2026-09-18T03:02:06.501Z
https://www.consignatarias.com.ar/productividad/buenos-aires/junin,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:02:06.560Z
https://www.consignatarias.com.ar/productividad/buenos-aires/la-matanza,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-17T04:07:53Z,https://www.consignatarias.com.ar/productividad/buenos-aires/la-matanza,https://www.consignatarias.com.ar/productividad/buenos-aires/la-matanza,true,2026-09-18T03:02:11.922Z
https://www.consignatarias.com.ar/productividad/buenos-aires/la-plata,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:02:12.098Z
https://www.consignatarias.com.ar/productividad/buenos-aires/las-flores,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:02:12.756Z
https://www.consignatarias.com.ar/productividad/buenos-aires/laprida,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:02:12.853Z
https://www.consignatarias.com.ar/productividad/buenos-aires/leandro-n-alem,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:02:18.088Z
https://www.consignatarias.com.ar/productividad/buenos-aires/lezama,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:02:18.279Z
https://www.consignatarias.com.ar/productividad/buenos-aires/lincoln,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:02:18.927Z
https://www.consignatarias.com.ar/productividad/buenos-aires/loberia,PASS,Enviada e indexada,ALLOWED,INDEXING_ALLOWED,SUCCESSFUL,2026-09-15T13:00:37Z,https://www.consignatarias.com.ar/productividad/buenos-aires/loberia,https://www.consignatarias.com.ar/productividad/buenos-aires/loberia,true,2026-09-18T03:02:19.117Z
https://www.consignatarias.com.ar/productividad/buenos-aires/lobos,NEUTRAL,Google no reconoce esta URL,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:02:24.199Z
https://www.consignatarias.com.ar/productividad/buenos-aires/lujan,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:02:24.486Z
https://www.consignatarias.com.ar/productividad/buenos-aires/magdalena,NEUTRAL,Descubierta: actualmente sin indexar,ROBOTS_TXT_STATE_UNSPECIFIED,INDEXING_STATE_UNSPECIFIED,PAGE_FETCH_STATE_UNSPECIFIED,,,,,2026-09-18T03:02:25.108Z
